iter	Logloss
126	0.1832132363
127	0.1826860344
128	0.1820271884
129	0.1813938372
130	0.1811676009
131	0.1806076778
132	0.1801015374
133	0.1794181001
134	0.1792094608
135	0.1782098611
136	0.1778363766
137	0.1771541188
138	0.1763099529
139	0.1756499443
140	0.1751637609
141	0.1743728313
142	0.1737821179
143	0.1727931579
144	0.1723771604
145	0.1719355994
146	0.1711079028
147	0.1704560128
148	0.16993416
149	0.1695820151
150	0.1693303674
151	0.1688206226
152	0.1684406299
153	0.1679543288
154	0.167300594
155	0.1670409757
156	0.1666427187
157	0.1663843268
158	0.1660015175
159	0.1652140601
160	0.1648082866
161	0.1644473795
162	0.1638961432
163	0.1634907465
164	0.1628215346
165	0.1625472643
166	0.1622290318
167	0.1619202208
168	0.1615838235
169	0.1610066061
170	0.1603535924
171	0.1600313858
172	0.1596349931
173	0.1593629838
174	0.1590033336
175	0.1585094108
176	0.1580541424
177	0.1578124317
178	0.1573867291
179	0.1566362308
180	0.1563819067
181	0.1558361392
182	0.1552412706
183	0.1547795849
184	0.1544356716
185	0.1541021284
186	0.1536259238
187	0.1531775535
188	0.1527518781
189	0.1523555374
190	0.1522231788
191	0.151942819
192	0.1517130091
193	0.1512849231
194	0.1506654797
195	0.1502737978
196	0.1500188429
197	0.1496144491
198	0.1494510613
199	0.1487840208
200	0.1483328975
201	0.1480255159
202	0.1475105119
203	0.1471970065
204	0.1468710864
205	0.1463520738
206	0.1458920689
207	0.1455817342
208	0.1449358191
209	0.1444654938
210	0.1440818999
211	0.143911452
212	0.1436469372
213	0.1431248498
214	0.1425513952
215	0.1421724311
216	0.141962816
217	0.1415946974
218	0.141220163
219	0.1409922481
220	0.1407407406
221	0.1404097395
222	0.1401329404
223	0.1397029686
224	0.1394228779
225	0.1389728763
226	0.1387268884
227	0.1384490042
228	0.1381267509
229	0.1376987419
230	0.1373602981
231	0.1371474215
232	0.1368582232
233	0.1366822237
234	0.1363355676
235	0.1361534947
236	0.1358880224
237	0.1354202335
238	0.1352617064
239	0.1350182399
240	0.1349067456
241	0.1346612906
242	0.134547773
243	0.1343978087
244	0.1341472825
245	0.133721286
246	0.1334361044
247	0.1333219808
248	0.1328622172
249	0.1325489174
250	0.1323547814
251	0.1320815971
252	0.1316584305
253	0.1314367419
254	0.1312422618
255	0.1309007694
256	0.1305674373
257	0.1302468797
258	0.130049249
259	0.1299094074
260	0.1297053658
261	0.1294519182
262	0.1292238707
263	0.1289590798
264	0.1287724055
265	0.1286063482
266	0.1280207218
267	0.1278147687
268	0.1276251632
269	0.1274672032
270	0.1271525274
271	0.1268803353
272	0.126798879
273	0.1266383115
274	0.1264899908
275	0.1260427465
276	0.1257876365
277	0.1254322249
278	0.1250996165
279	0.1249570961
280	0.1247585629
281	0.1244512521
282	0.1243120163
283	0.1239606403
284	0.1235743926
285	0.1233641517
286	0.1230964525
287	0.1228790545
288	0.1227270566
289	0.1225075799
290	0.1222733748
291	0.1220464137
292	0.1218495151
293	0.1215932932
294	0.1211726379
295	0.1209105265
296	0.1206640841
297	0.1205318363
298	0.1203257155
299	0.1201901736
300	0.1199707927
301	0.1197095692
302	0.1195003386
303	0.1192621228
304	0.1190135576
305	0.1187455049
306	0.11827196
307	0.1180379685
308	0.1178052971
309	0.1176918131
310	0.1174649361
311	0.117241777
312	0.1171022423
313	0.1169782829
314	0.1168035328
315	0.1166484107
316	0.1164320657
317	0.1162350337
318	0.1159083298
319	0.115654641
320	0.1153660525
321	0.1152693486
322	0.1149617846
323	0.1146664581
324	0.1143873176
325	0.1142219057
326	0.1141004343
327	0.1139264691
328	0.1136390896
329	0.1134009531
330	0.1132706806
331	0.1131200227
332	0.1129168093
333	0.1126400669
334	0.1123969161
335	0.112078437
336	0.1116923945
337	0.111452452
338	0.1111364052
339	0.1108538779
340	0.1106772792
341	0.1104310722
342	0.110160855
343	0.1099261541
344	0.109694536
345	0.1094875851
346	0.1091726851
347	0.108882156
348	0.108610434
349	0.1084512363
350	0.1082435216
351	0.1080805091
352	0.1076453066
353	0.1075205755
354	0.1072513609
355	0.1069914222
356	0.106799133
357	0.1066313078
358	0.1064626777
359	0.1062878644
360	0.1060743006
361	0.1058583729
362	0.1056139293
363	0.1053493845
364	0.1051745522
365	0.104918646
366	0.1046577196
367	0.1044613634
368	0.1042165605
369	0.1040078877
370	0.1037951588
371	0.1036877665
372	0.1034893811
373	0.1031745855
374	0.1029076038
375	0.102752786
376	0.1025737895
377	0.1023462899
378	0.1022124919
379	0.1020934486
380	0.101942001
381	0.1018111001
382	0.1016072543
383	0.1014143349
384	0.1011764096
385	0.1008733026
386	0.1006493732
387	0.1004091186
388	0.1002565334
389	0.1000349118
390	0.0997884957
391	0.09964779241
392	0.09943875863
393	0.099226038
394	0.09909043876
395	0.09894772486
396	0.09874697104
397	0.09855989269
398	0.09839213754
399	0.09810621716
400	0.097937607
401	0.09771736166
402	0.09754111399
403	0.09735062965
404	0.09720078899
405	0.09685458502
406	0.09669832049
407	0.09658123519
408	0.09642585454
409	0.09626836833
410	0.09613416659
411	0.09587071243
412	0.0956300265
413	0.09555612905
414	0.09539384431
415	0.09517950706
416	0.09500332716
417	0.09488676568
418	0.09482548164
419	0.09459360125
420	0.09443620248
421	0.09432480743
422	0.09423178534
423	0.09403126872
424	0.09384403255
425	0.09370109888
426	0.09356219192
427	0.09313375961
428	0.09298673443
429	0.09275768017
430	0.09258854474
431	0.09251403151
432	0.09237715754
433	0.09222747632
434	0.09213956918
435	0.09195670345
436	0.09180044841
437	0.09164358967
438	0.09147396794
439	0.09132657338
440	0.09121110416
441	0.09110371938
442	0.09093890526
443	0.09073702194
444	0.09058381287
445	0.09045789553
446	0.09034897984
447	0.09021145636
448	0.0900271588
449	0.08990442719
450	0.08974860654
451	0.08961073854
452	0.08939825303
453	0.08915461336
454	0.08902705018
455	0.08888903898
456	0.08878004427
457	0.0886452981
458	0.0885088387
459	0.08837759734
460	0.08825680403
461	0.0881604676
462	0.08807578341
463	0.08798850525
464	0.08785253789
465	0.08757676289
466	0.08748684026
467	0.08730641817
468	0.08724819743
469	0.08715443584
470	0.08705153753
471	0.08694300119
472	0.08676734305
473	0.08659284046
474	0.0865384294
475	0.08646053143
476	0.08625716043
477	0.08614471571
478	0.08592120683
479	0.08577341791
480	0.08572186905
481	0.08559743487
482	0.08543802642
483	0.08525310236
484	0.08515502513
485	0.08501139971
486	0.08493464224
487	0.08483863203
488	0.08470617166
489	0.08458818984
490	0.08451888671
491	0.08440731093
492	0.0842893287
493	0.0841642696
494	0.08402912399
495	0.08395561055
496	0.08383395073
497	0.08373112479
498	0.08363084786
499	0.0835811588
500	0.08340975913
501	0.08336717804
502	0.08329333886
503	0.08314844955
504	0.0830169602
505	0.08290798635
506	0.08276535279
507	0.08266423254
508	0.08243006175
509	0.08232161521
510	0.08225177619
511	0.08217705749
512	0.08202144123
513	0.08197488328
514	0.08181983431
515	0.0817217679
516	0.08158652079
517	0.08150780126
518	0.08144266108
519	0.0812547796
520	0.08116629446
521	0.08105383376
522	0.08096465865
523	0.08080138144
524	0.08070151138
525	0.08056274137
526	0.0804792999
527	0.08036668842
528	0.0802759531
529	0.08017972761
530	0.08012052119
531	0.08007662704
532	0.08001949848
533	0.07993950596
534	0.07989801378
535	0.07975847131
536	0.07969493813
537	0.07953356307
538	0.07945674057
539	0.07937796043
540	0.07923185487
541	0.079166535
542	0.07906334724
543	0.07899451459
544	0.0788917299
545	0.07878434666
546	0.07872366479
547	0.07855107332
548	0.07836202766
549	0.07829016195
550	0.0781528904
551	0.07803878654
552	0.07791331951
553	0.07771847133
554	0.07763371483
555	0.07752831132
556	0.07742464411
557	0.07733566763
558	0.07718683855
559	0.07707668857
560	0.07688488117
561	0.07681631487
562	0.07672229229
563	0.07663297798
564	0.07648083583
565	0.07639359814
566	0.07633365546
567	0.07626753658
568	0.07618945575
569	0.0760994189
570	0.07603558172
571	0.0759206734
572	0.07586561242
573	0.07570926385
574	0.07561713919
575	0.07553741712
576	0.07541968553
577	0.07534447531
578	0.07524741726
579	0.07517542668
580	0.07509472622
581	0.07496869323
582	0.0748699126
583	0.07475976983
584	0.07464489642
585	0.07451043551
586	0.07438902991
587	0.07428397391
588	0.07414975646
589	0.07404231587
590	0.07398136905
591	0.07394250227
592	0.07386201061
593	0.07377574563
594	0.07366472125
595	0.07363519948
596	0.07349555837
597	0.07342934163
598	0.07335997535
599	0.07322379405
600	0.07315696786
601	0.07308553385
602	0.07303226667
603	0.07291086657
604	0.07283061142
605	0.07276261821
606	0.07258082439
607	0.07246998714
608	0.07238354889
609	0.07231559904
610	0.07222484829
611	0.07216253682
612	0.07209615599
613	0.07202693076
614	0.07193477614
615	0.07187795906
616	0.07179502161
617	0.07166948476
618	0.07158613487
619	0.07144490512
620	0.07138205799
621	0.07124979005
622	0.07119702064
623	0.07113437893
624	0.07103010543
625	0.07093163795
626	0.07080164888
627	0.07076902824
628	0.07071075746
629	0.07061510104
630	0.07055189799
631	0.07048768564
632	0.07039240955
633	0.0703346609
634	0.07024333329
635	0.07010276094
636	0.07002758995
637	0.06994767678
638	0.0698595367
639	0.06977366983
640	0.06967714727
641	0.06959349702
642	0.06953338246
643	0.06938948315
644	0.06928713108
645	0.06922675998
646	0.06908406088
647	0.06900296794
648	0.06892709907
649	0.06879461986
650	0.06870858964
651	0.06864083051
652	0.06857536654
653	0.06851937037
654	0.06844753889
655	0.06838810464
656	0.06825532841
657	0.06816871884
658	0.06807503053
659	0.06799719768
660	0.06792114546
661	0.06784662393
662	0.06777018731
663	0.06770027129
664	0.06764967203
665	0.06756915891
666	0.06744131874
667	0.06735808447
668	0.06722255137
669	0.06716329164
670	0.06705745723
671	0.0670054819
672	0.06695504443
673	0.06683029225
674	0.06676948155
675	0.06669883059
676	0.0666241208
677	0.06651054501
678	0.06644670834
679	0.06639832219
680	0.06629798488
681	0.06621714606
682	0.06615744862
683	0.06602802703
684	0.06596413723
685	0.06591382758
686	0.06583178775
687	0.06576839826
688	0.06569960612
689	0.06561964027
690	0.06553204181
691	0.06544821073
692	0.06537001111
693	0.06523099481
694	0.06516600433
695	0.0650940926
696	0.06503859754
697	0.06501443365
698	0.06495028263
699	0.06486706321
700	0.06474957357
701	0.06469167056
702	0.06464667429
703	0.06459280459
704	0.06449237276
705	0.06443440247
706	0.0643888271
707	0.0643337572
708	0.06425243077
709	0.0641991126
710	0.06409047167
711	0.0640166426
712	0.06398853487
713	0.06392284081
714	0.06386863129
715	0.0638244088
716	0.06376528991
717	0.06364964945
718	0.06355744309
719	0.06344681082
720	0.06333963175
721	0.06328134718
722	0.06320676927
723	0.06313003971
724	0.06305594619
725	0.06298302943
726	0.06292668816
727	0.06288098365
728	0.06283912293
729	0.06277529729
730	0.06272026865
731	0.06266767705
732	0.06261807333
733	0.06256932146
734	0.06250963417
735	0.06244279075
736	0.06236580708
737	0.06229171408
738	0.06224004042
739	0.06220089489
740	0.06213896908
741	0.06208126383
742	0.06202792458
743	0.06194963851
744	0.06190427418
745	0.06186835036
746	0.06183164011
747	0.061784532
748	0.06174474156
749	0.06167610788
750	0.06162758703
751	0.06157454883
752	0.06153206295
753	0.06151688873
754	0.06146266021
755	0.0613988178
756	0.06134218162
757	0.06127306745
758	0.06120960202
759	0.06114569683
760	0.0610945069
761	0.0610322347
762	0.06097561772
763	0.06091835277
764	0.06080484058
765	0.0607531175
766	0.06066791415
767	0.0605887949
768	0.06049785571
769	0.06044057167
770	0.06041987518
771	0.06036980804
772	0.06025780673
773	0.06020785989
774	0.06015407679
775	0.06006378134
776	0.05998750533
777	0.0599334998
778	0.05983323527
779	0.0597788731
780	0.05973232084
781	0.05967827783
782	0.05960351936
783	0.0595487107
784	0.05948598696
785	0.05941575443
786	0.05934317523
787	0.05926596139
788	0.05922144327
789	0.05912241991
790	0.05906167377
791	0.05901063905
792	0.05891985421
793	0.05884389837
794	0.05880142231
795	0.0587705955
796	0.05870108518
797	0.05865682558
798	0.05860913025
799	0.05854160955
800	0.05848541807
801	0.05842672223
802	0.05838829749
803	0.05834709133
804	0.05830798324
805	0.05825599016
806	0.05822679269
807	0.05815197323
808	0.05808388747
809	0.05803008387
810	0.05797374285
811	0.05787768598
812	0.05781270219
813	0.05776372691
814	0.05770265165
815	0.05764612279
816	0.05758937426
817	0.05749050576
818	0.05742135781
819	0.05735353583
820	0.05731787769
821	0.05727963979
822	0.05722016296
823	0.05715651408
824	0.05706576701
825	0.05703489288
826	0.05696153692
827	0.05690523474
828	0.05684754426
829	0.05679880425
830	0.05674479839
831	0.05670909099
832	0.05667546419
833	0.05660817097
834	0.05656153081
835	0.05647853366
836	0.05643349948
837	0.05637386225
838	0.05631891944
839	0.05625520142
840	0.05620412851
841	0.05615225724
842	0.05609915285
843	0.05598246984
844	0.05589193744
845	0.05579426941
846	0.0557520998
847	0.05567974708
848	0.0556462556
849	0.0556035786
850	0.05554117362
851	0.05548670392
852	0.05544235653
853	0.0553641842
854	0.05533220171
855	0.05528178303
856	0.05523198667
857	0.05517279701
858	0.05512820789
859	0.05508473044
860	0.05501828514
861	0.05497540523
862	0.05491874475
863	0.05484115441
864	0.05482771793
865	0.05474636358
866	0.05467935074
867	0.05460464076
868	0.05457064137
869	0.0544858653
870	0.05442618733
871	0.05437672419
872	0.05432936364
873	0.05429207764
874	0.0542429109
875	0.0541502773
876	0.05413740843
877	0.0541031085
878	0.0540040061
879	0.05395862188
880	0.05392384582
881	0.05389194402
882	0.05386601633
883	0.05380905794
884	0.05376501023
885	0.05373434044
886	0.05364134311
887	0.05359546641
888	0.05355772652
889	0.05351180314
890	0.05346266312
891	0.0534197607
892	0.05340773772
893	0.05333861068
894	0.05329385854
895	0.05325156028
896	0.05318513873
897	0.05313666572
898	0.05310561421
899	0.0530438459
900	0.05299952888
901	0.05292133039
902	0.05287829808
903	0.05286686806
904	0.05281855264
905	0.05278067151
906	0.05269567353
907	0.05260662369
908	0.05252478433
909	0.05244196169
910	0.05241307649
911	0.05236308778
912	0.0522915245
913	0.05223927551
914	0.05220089434
915	0.05218700864
916	0.05211718805
917	0.05207083417
918	0.05201882794
919	0.05198974647
920	0.05193495295
921	0.05187810577
922	0.05180147455
923	0.05173939344
924	0.0517109158
925	0.05168820512
926	0.05164801897
927	0.05156766381
928	0.05152409205
929	0.05148250509
930	0.05143408297
931	0.0514064608
932	0.05137890803
933	0.05132578174
934	0.0512691943
935	0.05120725524
936	0.0511723974
937	0.05115990791
938	0.05112183231
939	0.05107038975
940	0.0510356762
941	0.05097389338
942	0.05093255634
943	0.05085077087
944	0.0508100861
945	0.05076969858
946	0.05073533315
947	0.05068875979
948	0.05063146608
949	0.05056985567
950	0.05049300886
951	0.05046336235
952	0.05039685966
953	0.05038367488
954	0.05033453054
955	0.050257803
956	0.05021801278
957	0.05019235293
958	0.05015270031
959	0.05010108513
960	0.05006752847
961	0.0500154897
962	0.04999835129
963	0.04997179513
964	0.04994541782
965	0.04990380464
966	0.04985516073
967	0.04981881008
968	0.04980720265
969	0.04975095002
970	0.04971251965
971	0.04967808725
972	0.04965261711
973	0.04964262021
974	0.04957114302
975	0.04949686212
976	0.04946958973
977	0.04943228266
978	0.04938050945
979	0.04935495121
980	0.04931970055
981	0.04925162272
982	0.04922423186
983	0.04918144995
984	0.04917051607
985	0.04910923631
986	0.04905804235
987	0.04902278728
988	0.04899059355
989	0.04892142854
990	0.04889696214
991	0.04882813862
992	0.048782819
993	0.04871332216
994	0.04867003556
995	0.04864790622
996	0.04859373155
997	0.04855622307
998	0.04849666965
999	0.04839697523
